date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-24 23:24:22,TheCork_ie,,0,0,Tanaiste Simon Coveney signs nomination papers to run in Cork South Central #FineGael https://www.thecork.ie/2020/01/20/tanaiste-simon-coveney-signs-nomination-papers-to-run-in-cork-south-central-finegael/,,#FineGael,https://twitter.com/TheCork_ie/status/1220849856648032261
2020-01-24 23:00:01,EvanMurphyCork,johnbuttimer,0,0,"Good night, mild weather, great engagement on the door. #FineGael #JerryButtimer @FineGael @jerrybuttimer #CSC #CorkSouthCentral #Cork",@FineGael @jerrybuttimer,#FineGael #JerryButtimer #CSC #CorkSouthCentral #Cork,https://twitter.com/EvanMurphyCork/status/1220843726177755137
2020-01-24 22:34:17,loudymay,DBN_YFG,1,1,"@RichardbrutonTD , I am bitterly disappointed that you would allow @DBN_YFG use the fact that your Constituency had the highest repeal vote to get you re-elected . You were better than this Richard . If this is how #FineGael operates now then you should be ashamed .",@RichardbrutonTD @DBN_YFG,#FineGael,https://twitter.com/loudymay/status/1220837249979502593
2020-01-24 22:13:10,PFQMUSIC,downgerd,0,0,@simoncoveney down and dirty as a fully paid up member of the cult of #FineGael. Whatever shit the anaemic Dr. Varadkar put in the water cooler all the cult members have swallowed it whole. To think careers have been wasted following Varadkar back into the swamp he emerged from. ,@simoncoveney,#FineGael,https://twitter.com/PFQMUSIC/status/1220831939113967622
2020-01-24 21:42:34,PatrickSharke13,emmetmclaughlin,1,0,@LeoVaradkar and @FineGael that they do not have strict enough laws. #leovaradkar #FineGael,@LeoVaradkar @FineGael,#leovaradkar #FineGael,https://twitter.com/PatrickSharke13/status/1220824236136288256
2020-01-24 21:41:25,kazifinegael,nealerichmond,0,1,General Election 2020 candidate from Fine Gael..a local amicable man who can bring change to our community and constituency.. #GE2020 #FineGael #dublinrathdown,,#GE2020 #FineGael #dublinrathdown,https://twitter.com/kazifinegael/status/1220823947366817794
2020-01-24 21:34:05,kazifinegael,josephamadigan,0,0,A very hardworking lady whom I know for more than 6 years and someone you can trust on to get things done.. #GE2020 #FineGael #dublinrathdown,,#GE2020 #FineGael #dublinrathdown,https://twitter.com/kazifinegael/status/1220822103374561281
2020-01-24 21:19:35,AislingD_Cllr,,1,2,"Strong words about the ""Lost Generation"" by @MariaWalshEU we need to keep building a country that can welcome back our exiled sons, daughters, brothers and sisters.... #GE2020 #FineGael ",@MariaWalshEU,#GE2020 #FineGael,https://twitter.com/AislingD_Cllr/status/1220818451507355649
2020-01-24 21:18:45,richydunne,,1,0,€1bn additional spend per annum on health service big commitment by #finegael,,#finegael,https://twitter.com/richydunne/status/1220818242417065984
2020-01-24 21:10:57,DaveyofB,FineGael,0,0,Does it include how your economy will be fucked from 1st January 2021? 🇬🇧 #LookForward #FineGael,,#LookForward #FineGael,https://twitter.com/DaveyofB/status/1220816280053219330
2020-01-24 21:03:33,vanderriordans,,0,0,Don't be a mence to Dublin central while peddling your lies in the hood #GE2020movies #fiannafail #FineGael,,#GE2020movies #fiannafail #FineGael,https://twitter.com/vanderriordans/status/1220814417316798465
2020-01-24 20:46:44,corkdave1,,0,0,"#FineGael / #fiannafail is a single party in all but name. They ought to form a government of national consensus across all parties and independents to tackle the crises in housing, health care, elder care, crime, homelessness, and the environment. #Ireland is better than this.",,#FineGael #fiannafail #Ireland,https://twitter.com/corkdave1/status/1220810186417459210
