date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-03 23:59:55,ChrisDonnelly12,LeoVaradkar,1,0,Time for a United Ireland,,,https://twitter.com/ChrisDonnelly12/status/1213248658507845633
2020-01-03 23:57:36,2dream2day,LeoVaradkar,0,0,Glad you're happy😥.. But most paye workers are sick to their teeth of all the friggin taxes 😡,,,https://twitter.com/2dream2day/status/1213248072844791808
2020-01-03 23:57:16,MSAEKC,ladyfey12,1,0,"That is great that she could express it to you, because so many feel they can’t. Like they’re letting the sisterhood down somehow.",,,https://twitter.com/MSAEKC/status/1213247990833590273
2020-01-03 23:52:08,Bosheaswivel,JackZZDuffy,0,0,That's a bot lads,,,https://twitter.com/Bosheaswivel/status/1213246700028071942
2020-01-03 23:51:11,JackZZDuffy,Bosheaswivel,1,0,You lads are the greatest bunch of nonces on Twitter. Pack it in.,,,https://twitter.com/JackZZDuffy/status/1213246457668603907
2020-01-03 23:50:07,Bosheaswivel,AdIriseoir,1,0,"Statistics I have no issue with, I'm actually a big fan of stats as you'd well know but methodology and definitional accuracy matter. I prefer statistics that represent reality rather than statistics that operate to spin political narratives.",,,https://twitter.com/Bosheaswivel/status/1213246189489049602
2020-01-03 23:46:48,PaschalBergin,SportStrategyIE,0,0,"1,000’s of full time jobs in a League in this country is fairytale fiction.",,,https://twitter.com/PaschalBergin/status/1213245356852613121
2020-01-03 23:46:38,zoballz87,,0,0,@LeoVaradkar SOOO LEO ARE TOU GOING TALKING ABOUT THE ANTI SOCAIL BEHAVIOUR OR THE NOROVIRIOUS &amp; FLU ACADEMIC???? YOU FUCKED YOU CUNT??? #France #Riot #Freesrate,@LeoVaradkar,#France #Riot #Freesrate,https://twitter.com/zoballz87/status/1213245313701629956
2020-01-03 23:45:15,wellboy,p_g_n,1,0,Ireland keeps voting for the same.,,,https://twitter.com/wellboy/status/1213244965461143552
2020-01-03 23:44:51,theirondad,LeoVaradkar,0,0,"0.4% of GDP , or , as i like to call it - 777 printers.",,,https://twitter.com/theirondad/status/1213244863640158209
2020-01-03 23:43:49,tomholohan,LeoVaradkar,1,0,Abolish USC so.....,,,https://twitter.com/tomholohan/status/1213244605610770434
2020-01-03 23:43:47,RobFitzgerald5,Dermopj,1,0,ECB have said they won't raise for next two years. They'll end QE first then do in small quarter point and half point increases. Very slowly. All of this is mapped out,,,https://twitter.com/RobFitzgerald5/status/1213244595468939273
2020-01-03 23:43:22,OlwynG,joellegergis,0,0,"What's happening in Australia is terrifying and only the beginning of what's to come, we need action now. @LeoVaradkar what are you planning for Ireland's 2020 climate action? #crisis #ClimateEmegency #Ireland",@LeoVaradkar,#crisis #ClimateEmegency #Ireland,https://twitter.com/OlwynG/status/1213244491517366279
2020-01-03 23:43:02,annedonlon22,LeoVaradkar,0,0,"Have you no idea how tone deaf you are to the concerns of the people, my God it's shocking. Open your eyes and ears. Critical services such as health and homes are a shambles. Wake up.",,,https://twitter.com/annedonlon22/status/1213244406767202304
2020-01-03 23:41:28,theHumongou5,LeoVaradkar,0,0,No need for the introduction of a Carbon Tax then,,,https://twitter.com/theHumongou5/status/1213244015736508417
2020-01-03 23:41:04,AdIriseoir,andrewmcgill3,1,0,"“Lies, damned lies and statistics” The issue is your statistics are often artificially enhanced and behind what targets should be or were. Not enough housing being built, not enough areas rejuvenated and FDI doesn’t impact most citizens usefully",,,https://twitter.com/AdIriseoir/status/1213243913957453824
2020-01-03 23:36:53,Dermopj,RobFitzgerald5,1,0,Not in Europe there not .Plus banks are loaded with gov debt as reserves that does not bode well if to be bond rate start moving up.,,,https://twitter.com/Dermopj/status/1213242861870821378
2020-01-03 23:34:26,RobFitzgerald5,Dermopj,1,0,There is an increase. Deflation has been averted. Dunno what to tell ya Dermot. Things are in decent shape compared to ten years ago. If there is another global we are fecked like everyone else. Otherwise...,,,https://twitter.com/RobFitzgerald5/status/1213242244683186176
2020-01-03 23:33:43,Bosheaswivel,AdIriseoir,1,0,"The 3 metrics chosen give a fairly hollow indication of 'quality of life', you might say. Nice to see you are spending your early career hiding behind empty statistics though Andrew, you'll make a great housing minister someday.",,,https://twitter.com/Bosheaswivel/status/1213242064101683200
2020-01-03 23:33:16,ritchie97854981,LeoVaradkar,0,0,Tax cuts or investment in what is still an underdeveloped country,,,https://twitter.com/ritchie97854981/status/1213241950586978305
2020-01-03 23:30:58,gerood,LeoVaradkar,0,0,Not needed far more important ways to spend this money @LeoVaradkar @simoncoveney @MichealMartinTD,@LeoVaradkar @simoncoveney @MichealMartinTD,,https://twitter.com/gerood/status/1213241370405675008
2020-01-03 23:28:40,barryjmalone,LeoVaradkar,0,1,"When I see no cath lab, no university, no morgue, no city expansion for #Waterford I ask what is your vision for the #SouthEast",,#Waterford #SouthEast,https://twitter.com/barryjmalone/status/1213240790593523713
2020-01-03 23:26:05,ewoodphoto,mary53175953,0,0,To who did we sell out to?,,,https://twitter.com/ewoodphoto/status/1213240141407510529
2020-01-03 23:25:53,Dermopj,RobFitzgerald5,1,0,"Ya and what , they keep buying debt seeing as they are buying north of it. They have printed billions and no increase so now what .",,,https://twitter.com/Dermopj/status/1213240093554696194
2020-01-03 23:24:50,shannonwatch,GearoidODU,1,8,The Irish government waive the fees of US military planes passing through Ireland or Irish airspace. See https://www.irishtimes.com/news/military-overflights-cost-taxpayers-3-7-million-1.1312403 #USMilitaryOutOfShannon,,#USMilitaryOutOfShannon,https://twitter.com/shannonwatch/status/1213239827405123584
2020-01-03 23:24:27,PaulOBrienKil,LeoVaradkar,0,2,For a fraction of what ye are spending on a concert hall in Cork you could provide @247Cathlab for half a million people in the South-East. Who's getting the kick-backs on this I wonder?,@247Cathlab,,https://twitter.com/PaulOBrienKil/status/1213239729266855936
2020-01-03 23:23:45,RobFitzgerald5,Dermopj,1,0,ECB says they will do 'whatever it takes' to get 2% inflation and the market believes them,,,https://twitter.com/RobFitzgerald5/status/1213239556759334912
2020-01-03 23:23:15,Dermopj,RobFitzgerald5,0,0,"Oh they didn't explode back in what they call the great recession Greece, Ireland , Portugal?",,,https://twitter.com/Dermopj/status/1213239427457277953
2020-01-03 23:22:01,JRD0000,cos_niall,0,0,Exactly. We just need to wait a few hundred years for it to sort itself out. Some people are so impatient.,,,https://twitter.com/JRD0000/status/1213239120723677186
2020-01-03 23:21:25,Dermopj,RobFitzgerald5,1,0,Not when you get deflation,,,https://twitter.com/Dermopj/status/1213238969862897665
2020-01-03 23:20:44,karenmcinerney7,LeoVaradkar,0,0,Any comments on the rescue helicopter in cork being grounded if it doesn’t get more funding ? Just wondering,,,https://twitter.com/karenmcinerney7/status/1213238795316944902
2020-01-03 23:19:48,FiWlsh,98FM,0,0,@LeoVaradkar how many more will it take? ,@LeoVaradkar,,https://twitter.com/FiWlsh/status/1213238560414928897
2020-01-03 23:19:03,p_g_n,wellboy,1,0,"Don't blame Ireland, it's just him and his mates who hate Ireland. Who is he anyway? Never heard of Varadkar, Harris, Zappone, Murphy and the other clowns till they seized power in a coup, not even on their own merit. Puppets and TRAITORS! Tick tock...",,,https://twitter.com/p_g_n/status/1213238373915283456
2020-01-03 23:17:48,marmail,DVATW,0,0,Is that considered black Irish,,,https://twitter.com/marmail/status/1213238056569851904
2020-01-03 23:17:13,Mary_Morris1,,0,0,@jeremycorbyn Would you mind having a quiet word with @LeoVaradkar &amp; tell him we Irish refuse to be dragged into americas wars...again! Stop refuelling at #ShannonAirport #USMilitaryOutofShannon #NoWarInIran,@jeremycorbyn @LeoVaradkar,#ShannonAirport #USMilitaryOutofShannon #NoWarInIran,https://twitter.com/Mary_Morris1/status/1213237912248242178
2020-01-03 23:17:04,AdIriseoir,andrewmcgill3,0,0,"Not to mention, that’s a UN report. The same body that allows this",,,https://twitter.com/AdIriseoir/status/1213237874516201472
2020-01-03 23:15:53,RobFitzgerald5,Dermopj,2,0,No country pays off its debt. You just keep making payments. Inflation eats some of the debt. We are in the €. Rates won't explode,,,https://twitter.com/RobFitzgerald5/status/1213237574682251264
2020-01-03 23:15:53,Gomurphy3,DaithiLach,1,0,Oh sorry the world is not a better place without him...weirdo....,,,https://twitter.com/Gomurphy3/status/1213237573709111296
2020-01-03 23:13:58,AdIriseoir,andrewmcgill3,1,0,"That’s great, for the few who can afford it. Sadly it’s not trickling down to the thousands of homeless though.",,,https://twitter.com/AdIriseoir/status/1213237093364850692
2020-01-03 23:13:34,112Rusc,ianbell89,0,0,No they haven't. And this is a pack of lies for an anti-Irish bastard.,,,https://twitter.com/112Rusc/status/1213236990881214466
2020-01-03 23:11:06,Dermopj,RobFitzgerald5,1,0,"So they never pay it off until the debt explodes and rates go nuts , then the big default .",,,https://twitter.com/Dermopj/status/1213236371491561473
2020-01-03 23:06:32,RobFitzgerald5,Dermopj,1,0,Most of it is rollover. https://www.ntma.ie/ for more details,,,https://twitter.com/RobFitzgerald5/status/1213235220650057728
2020-01-03 23:05:43,JackieMeath,CareChampions1,0,1,@LeoVaradkar @SimonHarrisTD No child should have to wait 3 years for a specialist appointment. #CareCantWait,@LeoVaradkar @SimonHarrisTD,#CareCantWait,https://twitter.com/JackieMeath/status/1213235016764993536
2020-01-03 23:04:19,DOD_Ireland,shannonwatch,0,0,"It is not a question of whether we know, but whether we care. SPOILER ALERT: We don't care.",,,https://twitter.com/DOD_Ireland/status/1213234665252904960
2020-01-03 23:02:08,ellecyoulater,dli_an,1,0,"Ignore that “Patriot” person. They are a troll, and an ignorant one at that. Don’t let them feed you their lies love; they strive for and thrive on attention.",,,https://twitter.com/ellecyoulater/status/1213234114498891776
2020-01-03 23:01:23,LeoMcLaughlin13,LeoMcLaughlin13,0,0,Build homes for the Irish people that don’t have homes,,,https://twitter.com/LeoMcLaughlin13/status/1213233924526223360
2020-01-03 23:01:15,shannonwatch,,1,0,@simoncoveney @LeoVaradkar @dfatirl Do you know if the drone that could start a world war by assassinating #QassemSuleimani passed through Shannon? You don't inspect the US military planes. You appear not to know what is on board any of them.,@simoncoveney @LeoVaradkar @dfatirl,#QassemSuleimani,https://twitter.com/shannonwatch/status/1213233891168980992
2020-01-03 23:00:22,Mary_Morris1,,0,0,@campaign4kehoe @LeoVaradkar Are you going to allow MORE US military through #ShannonAirport now that #trump has declared war on #Iran? #NotInMyname #USMilitaryOutOfShannon,@campaign4kehoe @LeoVaradkar,#ShannonAirport #trump #Iran #NotInMyname #USMilitaryOutOfShannon,https://twitter.com/Mary_Morris1/status/1213233669080567808
2020-01-03 22:58:29,Dermopj,RobFitzgerald5,1,0,How many are rollovers and how many are new ?,,,https://twitter.com/Dermopj/status/1213233195946254341
