date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-07 23:59:37,JillManns1,Darzys,2,0,"Aww sounds lovely. My Jess got asked to see Frozen 2 by her friends Mum, her brother friends with my Tom so her Mum asked if i would have the Boys whilst she took the girls. I obvs agreed as Jess and Tom would love this set up. Then after she went i thought.",,,https://twitter.com/JillManns1/status/1214698132258381824
2020-01-07 23:59:28,DeniseElaineN,,0,0,"St. Micheal, pray for us ",,,https://twitter.com/DeniseElaineN/status/1214698095142936581
2020-01-07 23:59:11,portholejustice,,0,0,🔴 LIVE PODCAST: Episode 328 - Porthole to Justice W/Guest Micheal Gill on @Spreaker,@spreaker,,https://twitter.com/portholejustice/status/1214698024271777792
2020-01-07 23:58:18,its_micheal_2_u,Joshxlakeshow,0,0,Garrett calling plays each other those games. And they scored 3 the first game vs. Philly. Don't just say stuff if you didn't/don't watch the games bruh. I watch each one and film.,,,https://twitter.com/its_micheal_2_u/status/1214697802850279426
2020-01-07 23:57:56,browneindo,CathalCroweTD,0,0,Tis a wicked pity Micheál... never got his invitation when you did all the same.. he might have been able to show a bit of leadership... be nice to see him do that on something... anything.. the spineless coward,,,https://twitter.com/browneindo/status/1214697710856613888
2020-01-07 23:56:51,Darzys,JillManns1,1,0,😜😜 I decided to stay in today and catch up on my Netflix and the like. As tomorrow I’m off to the cinemas with my niece. She wants to see Frozen 2. Bless her. 🥰,,,https://twitter.com/Darzys/status/1214697434456084480
2020-01-07 23:55:38,cassie_osborne,cory__micheal,0,0,lmao i’m sad i missed it,,,https://twitter.com/cassie_osborne/status/1214697128662052865
2020-01-07 23:55:37,TimBail80073793,lanadrak3,0,0,"Kellen Moore is an extraordinary OC, I don't expect him to stay under a new coach, especially with a history like McCarthys, the only reason he stays is because he is assured he is the one calling the plays.",,,https://twitter.com/TimBail80073793/status/1214697125440884751
2020-01-07 23:54:33,nuel_micheal,,3,9,"*Photographer turn model* 😂 Sometime last year I did a little photoshoot with @_Sheyin_ and I honestly cannot explain why I didn't post them since then... Well, here they are 👇",@_Sheyin_,,https://twitter.com/nuel_micheal/status/1214696858318254081
2020-01-07 23:53:57,JillManns1,Darzys,1,0,You got much on today on this Wednesday your in 😉😂,,,https://twitter.com/JillManns1/status/1214696707130372096
2020-01-07 23:53:38,Joshxlakeshow,its_micheal_2_u,1,0,All garbage teams fam couldn’t even score a touch down against the saints or eagles,,,https://twitter.com/Joshxlakeshow/status/1214696626855534592
2020-01-07 23:53:08,lanadrak3,its_micheal_2_u,1,0,Is he still gonna be calling plays cause McCarthy called them for the packers,,,https://twitter.com/lanadrak3/status/1214696502012059648
2020-01-07 23:52:13,JillManns1,Darzys,1,0,"Bet he'll defo get on board with the other biggies, he is such a kind Man. Just keep hoping and preying for you guys always 🙏❤️",,,https://twitter.com/JillManns1/status/1214696270067093506
2020-01-07 23:51:20,slimsubby,,0,0,Micheal Scott is actually a psychopath,,,https://twitter.com/slimsubby/status/1214696049379618816
2020-01-07 23:50:55,its_micheal_2_u,Joshxlakeshow,2,0,"When he called plays, our offense looked explosive as ever. (See games vs. Giants, Dolphins, Rams for ex)",,,https://twitter.com/its_micheal_2_u/status/1214695944496828418
2020-01-07 23:50:41,Darzys,JillManns1,1,0,"Tyyy Jilly. I know Nicole Kidman n Keith urban and Chris Hemsworth have, not sure about Hugh Tho. Very much so.",,,https://twitter.com/Darzys/status/1214695882647433223
2020-01-07 23:50:01,JillManns1,JillManns1,0,0,*meant to say apparent not transparent 🙈,,,https://twitter.com/JillManns1/status/1214695718369275904
2020-01-07 23:49:41,Ajroman64,thecheckdown,1,0,this is wat the saints coulda had kamara and ingram inna back field and micheal thomas catching passes🤦🏽‍♂️,,,https://twitter.com/Ajroman64/status/1214695632000163842
2020-01-07 23:49:18,italianmom555,MikayesFiona,0,0,Ok Calling on Micheal and all Legions of Angel's. Protect our Military. Keep them safe ,,,https://twitter.com/italianmom555/status/1214695535858204674
2020-01-07 23:49:09,LifeAintReady,,0,0,I got a Micheal Jordan story ‼️,,,https://twitter.com/LifeAintReady/status/1214695497115619329
2020-01-07 23:49:00,FreedomNTFree1,,0,0,Only way Micheal Moore can get some... https://twitter.com/MMFlint/status/1214532361322414081,,,https://twitter.com/FreedomNTFree1/status/1214695459651911680
