date,username,to,replies,retweets,text,mentions,hashtags,permalink
2019-12-25 23:59:51,LyonMoore34,,0,0,#Cheaters Security is not worth two cents. Do they actually get paid for doing nothing? Re:Micheal Jurgeon case,,#Cheaters,https://twitter.com/LyonMoore34/status/1209987148134469635
2019-12-25 23:59:02,sean1clarke,micheal_SLC,0,0,Can’t wait to see this kid get some nba action.,,,https://twitter.com/sean1clarke/status/1209986941736894465
2019-12-25 23:58:34,ConleyWRLD,micheal_SLC,1,0,who’s obj,,,https://twitter.com/ConleyWRLD/status/1209986826267586560
2019-12-25 23:57:52,wildfireburning,,0,0,MICHEAL VICK IS FAR MORE DANGEROUS THAN ANY DOG COULD EVER BE ! #BANMICHEALVICK. #BADMENTORFORCHILDREN #DONTLETHIMPRJECTONTOOURCHILDREN #MICHEALVICKVICIOUSALWAYSLIKEARABIDDOG,,#BANMICHEALVICK #BADMENTORFORCHILDREN #DONTLETHIMPRJECTONTOOURCHILDREN #MICHEALVICKVICIOUSALWAYSLIKEARABIDDOG,https://twitter.com/wildfireburning/status/1209986649553342464
2019-12-25 23:57:49,jeweIeyedjudy,stsuburbiax,0,0,Do you have Micheal Hill? I brought my mum a necklace from there for $40 Australian I’m not sure what that is for you also I found this if she likes him ,,,https://twitter.com/jeweIeyedjudy/status/1209986639042269184
2019-12-25 23:57:27,BCNJIKR0L,,0,0,who tf is alexia?? anyways micheal langdon deserved better idc idc,,,https://twitter.com/BCNJIKR0L/status/1209986543349387265
2019-12-25 23:57:20,Blacckwidows,,1,0,Micheal is a bisexual king 🤴🏿 🏳️‍🌈 ,,,https://twitter.com/Blacckwidows/status/1209986515151011841
2019-12-25 23:56:23,micheal_SLC,,1,0,Rockets really let OBJ run the length of the court in 3 seconds and get a buzzer beating floater. Sheesh.,,,https://twitter.com/micheal_SLC/status/1209986276373356544
2019-12-25 23:55:55,colourforsummer,jlavish10,1,0,Am I janine or Micheal in this?,,,https://twitter.com/colourforsummer/status/1209986158500941824
2019-12-25 23:55:48,VolatileLoyalty,_HighBred,1,0,[I shiver. Your touch... so conflicting.] I suppose you’re right - and I do hate when you’re right... [I let my arm linger under your touch for a moment too long.] even when we were children — if we were apart something was gravely wrong. [Thoughts of Micheal +,,,https://twitter.com/VolatileLoyalty/status/1209986128574648320
2019-12-25 23:55:03,bvdngel,TheTylt,0,0,i’d have chosen micheal but this bitch only help once u’re in prison so i’d go with annalise or olivia ,,,https://twitter.com/bvdngel/status/1209985940321701890
2019-12-25 23:54:51,llovegaloree,,0,0,My momma got a micheal kors purse and don’t know how to act.😂,,,https://twitter.com/llovegaloree/status/1209985890422083584
2019-12-25 23:52:30,AshyaVivian,Fahvy2,0,1,Speechless by Micheal Jackson,,,https://twitter.com/AshyaVivian/status/1209985299469787136
2019-12-25 23:50:29,micheal_SLC,andyblarsen,1,0,It’s time.,,,https://twitter.com/micheal_SLC/status/1209984791031869441
2019-12-25 23:48:00,micheal_SLC,SLCHershey,0,0,*looks at TL* Why yes. Yes they are.,,,https://twitter.com/micheal_SLC/status/1209984167506657280
